step,sensor,pos_x,pos_y,pos_z,ori_l,ori_i,ori_j,ori_k,vel_a,vel_b,vel_c
1171,DEPTH,26.795804,27.191364,18.355114,0.869115,-0.016691,0.036940,-0.515821,3.447543,3.504852,3.013962
1172,IMU,26.830281,27.226410,18.385253,0.859251,-0.016521,0.036573,-0.509978,3.447766,3.504332,3.013781
1173,IMU,26.864757,27.261455,18.415388,0.859250,-0.016530,0.036559,-0.509980,3.447602,3.504654,3.013278
1174,IMU,26.899236,27.296503,18.445523,0.859272,-0.016518,0.036440,-0.509953,3.448086,3.504810,3.013705
1175,DEPTH,26.769264,27.296470,18.446066,0.860188,-0.016622,0.040224,-0.502604,3.431099,3.504635,3.013958
1176,IMU,26.803579,27.331516,18.476204,0.862607,-0.016671,0.040415,-0.503982,3.431823,3.504661,3.013639
1177,IMU,26.837894,27.366566,18.506340,0.862595,-0.016712,0.040384,-0.504003,3.431221,3.505273,3.013530
1178,IMU,26.872204,27.401620,18.536476,0.862612,-0.016732,0.040314,-0.503979,3.430873,3.505455,3.013695
1179,DEPTH,27.274965,27.401707,18.534793,0.859764,-0.016409,0.028668,-0.526623,3.483352,3.506003,3.012901
1180,IMU,27.309801,27.436772,18.564923,0.852271,-0.016294,0.028371,-0.522077,3.483902,3.507094,3.012906
1181,IMU,27.344641,27.471844,18.595050,0.852207,-0.016279,0.028334,-0.522184,3.484092,3.507202,3.012530
1182,IMU,27.379483,27.506913,18.625178,0.852185,-0.016254,0.028449,-0.522214,3.484209,3.506612,3.013092
1183,DEPTH,27.241598,27.506911,18.625756,0.853167,-0.016366,0.032428,-0.514483,3.466299,3.506443,3.013360
1184,IMU,27.276262,27.541975,18.655883,0.855786,-0.016489,0.032528,-0.516043,3.466440,3.506436,3.012041
1185,IMU,27.310927,27.577039,18.686008,0.855795,-0.016493,0.032474,-0.516032,3.466616,3.506333,3.013132
1186,IMU,27.345595,27.612104,18.716143,0.855787,-0.016442,0.032540,-0.516041,3.466894,3.506749,3.013766
1187,DEPTH,27.334820,27.612104,18.716188,0.855864,-0.016451,0.032849,-0.515441,3.465499,3.506737,3.013786
1188,IMU,27.369477,27.647172,18.746330,0.856035,-0.016430,0.032823,-0.515613,3.465842,3.506825,3.014518
1189,IMU,27.404135,27.682243,18.776475,0.856032,-0.016425,0.032812,-0.515619,3.465739,3.507267,3.014645
1190,IMU,27.438795,27.717314,18.806618,0.856034,-0.016368,0.032832,-0.515615,3.466312,3.506949,3.013934
1191,DEPTH,27.155108,27.717289,18.807804,0.858061,-0.016598,0.040876,-0.499926,3.429731,3.506654,3.014465
1192,IMU,27.189406,27.752361,18.837948,0.863205,-0.016742,0.041141,-0.502896,3.429777,3.507738,3.014178
1193,IMU,27.223706,27.787440,18.868094,0.863260,-0.016768,0.041149,-0.502801,3.430299,3.508065,3.015006
1194,IMU,27.258007,27.822522,18.898243,0.863247,-0.016764,0.041077,-0.502828,3.429866,3.508393,3.014905
1195,DEPTH,27.969423,27.822682,18.895277,0.858175,-0.016194,0.021146,-0.541838,3.521394,3.509155,3.013551
1196,IMU,28.004636,27.857773,18.925409,0.845254,-0.015997,0.020860,-0.533718,3.521219,3.508959,3.012888
1197,IMU,28.039852,27.892860,18.955537,0.845261,-0.015941,0.020824,-0.533710,3.521909,3.508436,3.012779
1198,IMU,28.075070,27.927944,18.985667,0.845275,-0.015991,0.020867,-0.533685,3.521781,3.508382,3.013243
1199,DEPTH,28.308612,27.928028,18.984696,0.843613,-0.015805,0.014402,-0.546382,3.551690,3.508613,3.012812
1200,IMU,28.344129,27.963113,19.014825,0.839172,-0.015800,0.014327,-0.543447,3.551661,3.508417,3.012850
1201,IMU,28.379649,27.998197,19.044955,0.839181,-0.015780,0.014354,-0.543434,3.552459,3.508281,3.013165
1202,IMU,28.415174,28.033285,19.075088,0.839145,-0.015727,0.014329,-0.543492,3.552450,3.509244,3.013476
1203,DEPTH,28.869277,28.033610,19.073212,0.835932,-0.015372,0.001990,-0.567875,3.610409,3.509673,3.012654
1204,IMU,28.905386,28.068705,19.103341,0.827050,-0.015229,0.002001,-0.561918,3.611342,3.509418,3.013237
1205,IMU,28.941500,28.103797,19.133474,0.827088,-0.015151,0.002059,-0.561865,3.611483,3.508977,3.013308
1206,IMU,28.977616,28.138886,19.163607,0.827055,-0.015104,0.002046,-0.561914,3.611731,3.508668,3.013405
1207,DEPTH,29.244619,28.139250,19.162517,0.825189,-0.014899,-0.005010,-0.575998,3.645636,3.508884,3.012953
1208,IMU,29.281072,28.174348,19.192649,0.819864,-0.014833,-0.004987,-0.572345,3.645004,3.510577,3.013416
1209,IMU,29.317521,28.209454,19.222783,0.819915,-0.014853,-0.005088,-0.572270,3.644800,3.510753,3.013362
1210,IMU,29.353971,28.244559,19.252918,0.819962,-0.014864,-0.005050,-0.572202,3.645141,3.510273,3.013711
1211,DEPTH,29.232937,28.244340,19.253408,0.820800,-0.014954,-0.001920,-0.565907,3.629816,3.510154,3.013921
1212,IMU,29.269237,28.279444,19.283547,0.823192,-0.015043,-0.001911,-0.567561,3.630208,3.510489,3.013818
1213,IMU,29.305540,28.314549,19.313684,0.823189,-0.015039,-0.001922,-0.567565,3.630461,3.510691,3.013609
1214,IMU,29.341846,28.349654,19.343822,0.823196,-0.014988,-0.001962,-0.567556,3.630611,3.510241,3.013856
1215,DEPTH,29.550186,28.350141,19.342985,0.821770,-0.014837,-0.007219,-0.578222,3.656894,3.510432,3.013505
1216,IMU,29.586757,28.385247,19.373114,0.817694,-0.014777,-0.007203,-0.575419,3.657256,3.510779,3.012247
1217,IMU,29.623332,28.420356,19.403240,0.817681,-0.014672,-0.007162,-0.575440,3.657807,3.510956,3.012893
1218,IMU,29.659909,28.455465,19.433374,0.817670,-0.014695,-0.007165,-0.575454,3.657549,3.510775,3.014074
1219,DEPTH,30.030136,28.456591,19.431906,0.815171,-0.014434,-0.016223,-0.594051,3.704082,3.511116,3.013468
1220,IMU,30.067181,28.491702,19.462046,0.807957,-0.014414,-0.016078,-0.588846,3.704907,3.511016,3.014495
1221,IMU,30.104227,28.526817,19.492190,0.807941,-0.014457,-0.016117,-0.588865,3.704233,3.512017,3.014283
1222,IMU,30.141271,28.561941,19.522334,0.807952,-0.014484,-0.016147,-0.588849,3.704662,3.512702,3.014575
1223,DEPTH,30.109916,28.561823,19.522457,0.808160,-0.014505,-0.015404,-0.587305,3.700731,3.512670,3.014626
1224,IMU,30.146922,28.596951,19.552605,0.808801,-0.014488,-0.015404,-0.587702,3.700523,3.513099,3.014905
1225,IMU,30.183927,28.632083,19.582753,0.808788,-0.014483,-0.015401,-0.587721,3.700386,3.513156,3.014779
1226,IMU,30.220936,28.667212,19.612904,0.808807,-0.014424,-0.015440,-0.587694,3.701405,3.512742,3.015286
1227,DEPTH,30.606920,28.668860,19.611406,0.806274,-0.014172,-0.024357,-0.606414,3.749604,3.513116,3.014674
1228,IMU,30.644415,28.703990,19.641558,0.798852,-0.014055,-0.024045,-0.600882,3.749571,3.512869,3.015646
1229,IMU,30.681914,28.739117,19.671715,0.798809,-0.014034,-0.024062,-0.600939,3.750090,3.512569,3.015806
1230,IMU,30.719412,28.774243,19.701875,0.798782,-0.014084,-0.024174,-0.600970,3.749489,3.512589,3.016104
1231,DEPTH,31.106265,28.776200,19.700395,0.796285,-0.013841,-0.032797,-0.619340,3.797553,3.513003,3.015504
1232,IMU,31.144238,28.811332,19.730551,0.788903,-0.013716,-0.032538,-0.613502,3.797052,3.513253,3.015769
1233,IMU,31.182207,28.846464,19.760709,0.788928,-0.013747,-0.032534,-0.613469,3.796862,3.513209,3.015853
1234,IMU,31.220173,28.881604,19.790868,0.788939,-0.013733,-0.032561,-0.613454,3.796272,3.514786,3.015806
1235,DEPTH,32.057604,28.886277,19.787694,0.783608,-0.013228,-0.050739,-0.652589,3.900052,3.515917,3.014444
1236,IMU,32.096605,28.921436,19.817837,0.767365,-0.012958,-0.049657,-0.639153,3.900163,3.515914,3.014204
1237,IMU,32.135602,28.956597,19.847977,0.767430,-0.012850,-0.049710,-0.639074,3.899336,3.516170,3.013738
1238,IMU,32.174604,28.991764,19.878115,0.767422,-0.012858,-0.049696,-0.639084,3.900930,3.517254,3.013787
1239,DEPTH,32.293005,28.992432,19.877666,0.766672,-0.012787,-0.052240,-0.644577,3.915576,3.517406,3.013595
1240,IMU,32.332162,29.027604,19.907800,0.764332,-0.012795,-0.052039,-0.642592,3.915881,3.516840,3.013137
1241,IMU,32.371324,29.062774,19.937930,0.764375,-0.012784,-0.052036,-0.642542,3.916560,3.517289,3.012860
1242,IMU,32.410492,29.097947,19.968061,0.764384,-0.012676,-0.052005,-0.642535,3.916911,3.517149,3.013324
1243,DEPTH,32.234569,29.096902,19.968724,0.765486,-0.012780,-0.048295,-0.634468,3.895227,3.516954,3.013596
1244,IMU,32.273521,29.132075,19.998864,0.768977,-0.012827,-0.048473,-0.637307,3.895142,3.517771,3.014430
1245,IMU,32.312474,29.167253,20.029010,0.768936,-0.012832,-0.048529,-0.637352,3.895404,3.517725,3.014771
1246,IMU,32.351430,29.202430,20.059162,0.768947,-0.012822,-0.048466,-0.637344,3.895774,3.517819,3.015625
1247,DEPTH,32.243237,29.201750,20.059567,0.769616,-0.012884,-0.046231,-0.632445,3.882484,3.517696,3.015791
1248,IMU,32.282063,29.236925,20.089729,0.771721,-0.012863,-0.046375,-0.634138,3.882619,3.517201,3.016594
1249,IMU,32.320892,29.272101,20.119898,0.771713,-0.012857,-0.046368,-0.634148,3.883339,3.518055,3.017265
1250,IMU,32.359727,29.307283,20.150070,0.771694,-0.012798,-0.046337,-0.634175,3.883552,3.518438,3.017136
1251,DEPTH,32.582525,29.308796,20.149243,0.770338,-0.012672,-0.050817,-0.644104,3.910832,3.518684,3.016802
1252,IMU,32.621633,29.343986,20.179409,0.766195,-0.012624,-0.050600,-0.640488,3.910733,3.519171,3.016416
1253,IMU,32.660736,29.379177,20.209574,0.766177,-0.012662,-0.050561,-0.640512,3.909898,3.519176,3.016750
1254,IMU,32.699838,29.414363,20.239741,0.766166,-0.012674,-0.050549,-0.640526,3.910487,3.518007,3.016555
1255,DEPTH,32.607634,29.413702,20.240082,0.766719,-0.012725,-0.048736,-0.636471,3.899248,3.517901,3.016692
1256,IMU,32.646624,29.448876,20.270248,0.768517,-0.012702,-0.048728,-0.637845,3.898687,3.516729,3.016511
1257,IMU,32.685611,29.484043,20.300413,0.768517,-0.012667,-0.048734,-0.637845,3.898663,3.516814,3.016526
1258,IMU,32.724600,29.519212,20.330582,0.768571,-0.012674,-0.048713,-0.637781,3.899220,3.516969,3.017400
1259,DEPTH,33.573611,29.525802,20.327478,0.763576,-0.012224,-0.064892,-0.674460,4.002185,3.517973,3.016177
1260,IMU,33.613638,29.560984,20.357639,0.747945,-0.011997,-0.063593,-0.660599,4.003124,3.518429,3.015981
1261,IMU,33.653665,29.596163,20.387797,0.747907,-0.012005,-0.063608,-0.660640,4.002376,3.517326,3.015717
1262,IMU,33.693693,29.631335,20.417948,0.747892,-0.011971,-0.063549,-0.660663,4.003182,3.517105,3.014494
1263,DEPTH,33.325861,29.628187,20.419275,0.750011,-0.012157,-0.056816,-0.645118,3.958746,3.516708,3.014997
1264,IMU,33.365446,29.663353,20.449427,0.756873,-0.012302,-0.057414,-0.650919,3.958173,3.516502,3.015382
1265,IMU,33.405029,29.698514,20.479584,0.756820,-0.012267,-0.057403,-0.650982,3.958423,3.515684,3.016159
1266,IMU,33.444610,29.733672,20.509750,0.756866,-0.012280,-0.057359,-0.650933,3.957818,3.515943,3.016928
1267,DEPTH,33.801792,29.737071,20.508484,0.754858,-0.012112,-0.063589,-0.665645,4.000730,3.516401,3.016443
1268,IMU,33.841799,29.772236,20.538653,0.748491,-0.012051,-0.063007,-0.660035,4.000598,3.516655,3.017514
1269,IMU,33.881806,29.807411,20.568824,0.748465,-0.011975,-0.062974,-0.660069,4.000758,3.518206,3.016629
1270,IMU,33.921814,29.842593,20.598993,0.748462,-0.012037,-0.062913,-0.660077,4.000905,3.518249,3.017145
1271,DEPTH,33.890215,29.842270,20.599104,0.748636,-0.012051,-0.062383,-0.658802,3.997117,3.518204,3.017189
1272,IMU,33.930188,29.877452,20.629279,0.749186,-0.012132,-0.062461,-0.659296,3.997468,3.518128,3.017963
1273,IMU,33.970164,29.912637,20.659457,0.749215,-0.012040,-0.062437,-0.659268,3.997683,3.518781,3.017665
1274,IMU,34.010139,29.947830,20.689638,0.749215,-0.012096,-0.062388,-0.659271,3.997278,3.519847,3.018479
1275,DEPTH,34.379510,29.951809,20.688357,0.747216,-0.011935,-0.068381,-0.673916,4.041444,3.520410,3.017967
1276,IMU,34.419923,29.987011,20.718534,0.740857,-0.011794,-0.067728,-0.668135,4.041269,3.519951,3.017437
1277,IMU,34.460338,30.022215,20.748711,0.740915,-0.011813,-0.067660,-0.668077,4.041644,3.520836,3.018068
1278,IMU,34.500751,30.057427,20.778891,0.740979,-0.011809,-0.067645,-0.668008,4.040976,3.521637,3.017999
1279,DEPTH,34.668604,30.059282,20.778311,0.740084,-0.011738,-0.070312,-0.674587,4.060992,3.521914,3.017761
1280,IMU,34.709212,30.094498,20.808484,0.737194,-0.011684,-0.070012,-0.671942,4.060616,3.521295,3.016708
1281,IMU,34.749819,30.129712,20.838652,0.737251,-0.011707,-0.069954,-0.671886,4.060738,3.521602,3.016953
1282,IMU,34.790427,30.164925,20.868823,0.737198,-0.011745,-0.069939,-0.671945,4.060833,3.520887,3.017308
1283,DEPTH,35.052197,30.167831,20.867918,0.735815,-0.011634,-0.074053,-0.682135,4.091908,3.521309,3.016943
1284,IMU,35.093116,30.203044,20.898089,0.731305,-0.011579,-0.073609,-0.677968,4.092046,3.521411,3.017388
1285,IMU,35.134037,30.238260,20.928264,0.731329,-0.011608,-0.073513,-0.677952,4.092002,3.521630,3.017566
1286,IMU,35.174955,30.273481,20.958439,0.731320,-0.011643,-0.073570,-0.677955,4.091746,3.522576,3.017448
1287,DEPTH,35.599471,30.278240,20.956971,0.729098,-0.011467,-0.080152,-0.694348,4.142008,3.523295,3.016845
1288,IMU,35.640893,30.313471,20.987141,0.721823,-0.011392,-0.079350,-0.687419,4.142340,3.523014,3.017036
1289,IMU,35.682320,30.348703,21.017310,0.721807,-0.011353,-0.079330,-0.687439,4.142968,3.523269,3.016922
1290,IMU,35.723750,30.383931,21.047482,0.721761,-0.011429,-0.079311,-0.687488,4.143164,3.522387,3.017398
1291,DEPTH,35.512129,30.381543,21.048214,0.722859,-0.011516,-0.076068,-0.679375,4.118211,3.522064,3.017687
1292,IMU,35.553310,30.416763,21.078394,0.726462,-0.011567,-0.076451,-0.682843,4.117905,3.521975,3.018248
1293,IMU,35.594490,30.451989,21.108572,0.726436,-0.011628,-0.076448,-0.682870,4.118173,3.523287,3.017451
1294,IMU,35.635667,30.487222,21.138746,0.726441,-0.011580,-0.076444,-0.682865,4.117076,3.523365,3.017253
1295,DEPTH,35.556332,30.486317,21.139020,0.726849,-0.011612,-0.075245,-0.679849,4.107747,3.523230,3.017366
1296,IMU,35.597408,30.521548,21.169194,0.728165,-0.011603,-0.075418,-0.681141,4.107327,3.522987,3.017401
1297,IMU,35.638482,30.556776,21.199368,0.728189,-0.011642,-0.075426,-0.681114,4.107471,3.522715,3.017350
1298,IMU,35.679558,30.592002,21.229541,0.728231,-0.011608,-0.075423,-0.681070,4.107767,3.522437,3.017200
1299,DEPTH,35.586276,30.590950,21.229865,0.728707,-0.011646,-0.074015,-0.677533,4.096844,3.522283,3.017332
1300,IMU,35.627244,30.626176,21.260038,0.730276,-0.011647,-0.074246,-0.679006,4.096877,3.522911,3.017310
1301,IMU,35.668218,30.661404,21.290213,0.730312,-0.011615,-0.074256,-0.678966,4.097868,3.522652,3.017624
1302,IMU,35.709194,30.696630,21.320393,0.730294,-0.011604,-0.074245,-0.678987,4.097248,3.522611,3.018451
1303,DEPTH,36.334078,30.703676,21.318216,0.727127,-0.011353,-0.083604,-0.702553,4.170176,3.523626,3.017576
1304,IMU,36.375783,30.738911,21.348394,0.716613,-0.011145,-0.082419,-0.692494,4.171018,3.523453,3.018103
1305,IMU,36.417495,30.774143,21.378574,0.716664,-0.011181,-0.082445,-0.692438,4.171237,3.522798,3.017858
1306,IMU,36.459207,30.809371,21.408754,0.716649,-0.011124,-0.082405,-0.692460,4.171157,3.522847,3.018233
1307,DEPTH,36.443524,30.809190,21.408809,0.716727,-0.011130,-0.082175,-0.691874,4.169334,3.522823,3.018254
1308,IMU,36.485217,30.844422,21.438996,0.717007,-0.011143,-0.082220,-0.692111,4.169247,3.523544,3.019214
1309,IMU,36.526908,30.879656,21.469187,0.717017,-0.011113,-0.082256,-0.692097,4.169036,3.523254,3.018864
1310,IMU,36.568604,30.914890,21.499377,0.717004,-0.011136,-0.082206,-0.692115,4.170108,3.523599,3.019133
1311,DEPTH,36.642215,30.915756,21.499121,0.716641,-0.011108,-0.083266,-0.694831,4.178640,3.523708,3.019034
1312,IMU,36.684006,30.950993,21.529312,0.715451,-0.011030,-0.083110,-0.693614,4.179573,3.523551,3.019024
1313,IMU,36.725800,30.986226,21.559502,0.715455,-0.011029,-0.083158,-0.693605,4.179211,3.523216,3.019143
1314,IMU,36.767592,31.021460,21.589694,0.715478,-0.010940,-0.083070,-0.693592,4.179280,3.523573,3.019145
1315,DEPTH,37.610379,31.031810,21.586790,0.711405,-0.010629,-0.094810,-0.724176,4.276620,3.524800,3.018042
1316,IMU,37.653146,31.067057,21.616971,0.697726,-0.010480,-0.093030,-0.710221,4.276700,3.524635,3.018309
1317,IMU,37.695914,31.102301,21.647157,0.697705,-0.010434,-0.093038,-0.710241,4.276894,3.524169,3.018888
1318,IMU,37.738687,31.137542,21.677349,0.697755,-0.010390,-0.093046,-0.710192,4.277698,3.524007,3.019477
1319,DEPTH,38.276142,31.144474,21.675514,0.695215,-0.010204,-0.100244,-0.729323,4.339509,3.524745,3.018804
1320,IMU,38.319538,31.179723,21.705702,0.686550,-0.010051,-0.098981,-0.720243,4.339614,3.524962,3.018891
1321,IMU,38.362933,31.214971,21.735893,0.686544,-0.010063,-0.099030,-0.720243,4.339331,3.524537,3.019185
1322,IMU,38.406327,31.250219,21.766086,0.686658,-0.009990,-0.099008,-0.720138,4.339489,3.525148,3.019548
1323,DEPTH,38.522167,31.251806,21.765696,0.686126,-0.009953,-0.100483,-0.724165,4.352765,3.525318,3.019404
1324,IMU,38.565691,31.287057,21.795888,0.684248,-0.009849,-0.100203,-0.722265,4.352064,3.524897,3.019108
1325,IMU,38.609210,31.322306,21.826081,0.684171,-0.009898,-0.100199,-0.722338,4.351837,3.524901,3.019487
1326,IMU,38.652731,31.357554,21.856274,0.684193,-0.009847,-0.100289,-0.722305,4.352172,3.524686,3.019036
1327,DEPTH,38.608870,31.356924,21.856420,0.684390,-0.009861,-0.099755,-0.720812,4.347167,3.524618,3.019090
1328,IMU,38.652339,31.392172,21.886614,0.685124,-0.009787,-0.099878,-0.721480,4.346601,3.524983,3.019633
1329,IMU,38.695807,31.427418,21.916809,0.685165,-0.009791,-0.099830,-0.721448,4.346939,3.524290,3.019453
1330,IMU,38.739278,31.462663,21.947009,0.685162,-0.009733,-0.099805,-0.721455,4.347342,3.524628,3.020483
1331,DEPTH,38.751221,31.462842,21.946969,0.685110,-0.009730,-0.099944,-0.721853,4.348700,3.524647,3.020468
1332,IMU,38.794708,31.498095,21.977173,0.684947,-0.009755,-0.099880,-0.721649,4.348711,3.525870,3.020320
1333,IMU,38.838195,31.533352,22.007376,0.684917,-0.009747,-0.099828,-0.721684,4.348657,3.525649,3.020269
1334,IMU,38.881677,31.568610,22.037578,0.684902,-0.009693,-0.099842,-0.721697,4.347658,3.525883,3.020106
1335,DEPTH,39.084160,31.571755,22.036913,0.684031,-0.009638,-0.102107,-0.728332,4.370607,3.526248,3.019851
1336,IMU,39.127863,31.607016,22.067111,0.681041,-0.009552,-0.101652,-0.725093,4.369901,3.525949,3.019782
1337,IMU,39.171558,31.642276,22.097310,0.681127,-0.009541,-0.101681,-0.725008,4.369110,3.525983,3.019991
1338,IMU,39.215249,31.677537,22.127513,0.681106,-0.009413,-0.101716,-0.725024,4.369153,3.526390,3.020633
1339,DEPTH,39.654924,31.684431,22.126068,0.679237,-0.009297,-0.106550,-0.739304,4.418782,3.527248,3.020067
1340,IMU,39.699112,31.719703,22.156271,0.672783,-0.009285,-0.105446,-0.732228,4.418750,3.526994,3.020536
1341,IMU,39.743304,31.754971,22.186477,0.672830,-0.009304,-0.105420,-0.732188,4.419607,3.526657,3.020708
1342,IMU,39.787499,31.790239,22.216685,0.672878,-0.009329,-0.105419,-0.732144,4.419411,3.527010,3.020764
1343,DEPTH,39.516514,31.785955,22.217576,0.674017,-0.009399,-0.102490,-0.723416,4.388930,3.526499,3.021108
1344,IMU,39.560405,31.821219,22.247789,0.677966,-0.009492,-0.103097,-0.727766,4.389371,3.526419,3.021443
1345,IMU,39.604303,31.856484,22.278006,0.677945,-0.009523,-0.103092,-0.727785,4.390174,3.526527,3.021929
1346,IMU,39.648205,31.891752,22.308226,0.677959,-0.009545,-0.103092,-0.727772,4.390227,3.527030,3.022111
1347,DEPTH,39.394764,31.887671,22.309058,0.679010,-0.009608,-0.100424,-0.719709,4.361797,3.526571,3.022426
1348,IMU,39.438382,31.922933,22.339283,0.682685,-0.009705,-0.101050,-0.723627,4.361785,3.525887,3.022472
1349,IMU,39.482000,31.958189,22.369511,0.682646,-0.009671,-0.101072,-0.723661,4.361771,3.525320,3.023194
1350,IMU,39.525620,31.993445,22.399741,0.682636,-0.009732,-0.101078,-0.723669,4.362231,3.525818,3.022793
1351,DEPTH,39.398958,31.991349,22.400155,0.683152,-0.009761,-0.099794,-0.719704,4.348079,3.525593,3.022947
1352,IMU,39.442442,32.026605,22.430385,0.685040,-0.009782,-0.100038,-0.721538,4.348612,3.525747,3.023054
1353,IMU,39.485931,32.061864,22.460614,0.685045,-0.009709,-0.100061,-0.721531,4.349127,3.526040,3.022684
1354,IMU,39.529423,32.097123,22.490839,0.685014,-0.009762,-0.100064,-0.721559,4.349438,3.525617,3.022377
1355,DEPTH,39.888544,32.103281,22.489675,0.683586,-0.009686,-0.103532,-0.732578,4.389449,3.526229,3.021953
1356,IMU,39.932440,32.138540,22.519892,0.678579,-0.009573,-0.102774,-0.727239,4.389859,3.525515,3.021465
1357,IMU,39.976339,32.173795,22.550107,0.678596,-0.009629,-0.102748,-0.727226,4.389778,3.525649,3.021550
1358,IMU,40.020239,32.209056,22.580320,0.678551,-0.009572,-0.102807,-0.727260,4.390398,3.526353,3.021102
1359,DEPTH,40.643408,32.220278,22.578326,0.676147,-0.009456,-0.108417,-0.745871,4.459622,3.527416,3.020384
1360,IMU,40.688006,32.255547,22.608528,0.667785,-0.009372,-0.107126,-0.736546,4.459893,3.526535,3.019914
1361,IMU,40.732606,32.290811,22.638731,0.667770,-0.009388,-0.107134,-0.736558,4.460112,3.526234,3.020797
1362,IMU,40.777212,32.326072,22.668937,0.667789,-0.009336,-0.107188,-0.736533,4.461117,3.525914,3.020348
1363,DEPTH,40.488901,32.320571,22.669843,0.668860,-0.009379,-0.104820,-0.728204,4.429223,3.525448,3.020662
1364,IMU,40.533187,32.355826,22.700051,0.672668,-0.009450,-0.105422,-0.732335,4.428149,3.525575,3.020857
1365,IMU,40.577471,32.391078,22.730263,0.672613,-0.009437,-0.105455,-0.732381,4.428629,3.524930,3.021603
